Lines,Lon,VehicleNumber,Time,Lat
225,21.115596,1000,2024-02-13 18:12:18,52.234521
213,21.1267895,1001,2024-02-13 19:30:31,52.214899
225,21.1156568,1002,2024-02-13 18:43:11,52.2345381
213,21.131293,1003,2024-02-13 19:30:35,52.2143005
213,21.2112121,1004,2024-02-13 19:30:33,52.1609336
213,21.2235728,1005,2024-02-13 19:30:29,52.1586586
219,21.1681386,1006,2024-02-13 19:30:31,52.20006
225,21.1141686,1007,2024-02-13 15:10:57,52.2346921
L-8,21.040985,10071,2024-02-13 19:30:34,52.3809158
L31,21.1731295,10072,2024-02-13 19:30:37,52.4213413
L49,20.9172795,10073,2024-02-13 19:30:36,52.3778464
L24,21.0223393,10074,2024-02-13 19:30:35,52.068289
L-8,21.0804684,10075,2024-02-13 19:24:19,52.429149
213,21.1024771,1008,2024-02-13 19:30:35,52.222698
311,21.0928798,1009,2024-02-13 19:30:33,52.2275998
119,21.116405,1010,2024-02-13 13:33:38,52.235039
213,21.115073,1011,2024-02-13 13:53:42,52.234709
219,21.1522,1012,2024-02-13 19:30:32,52.186335
225,21.115611,1013,2024-02-13 17:39:03,52.234524
219,21.102387,1014,2024-02-13 19:30:37,52.2227688
163,20.995926,1020,2024-02-13 19:24:23,52.188526
263,21.106432,1021,2024-02-13 19:30:35,52.161915
339,20.996829,1022,2024-02-13 19:30:25,52.187674
239,21.015194,1023,2024-02-13 19:30:35,52.14579
192,21.019918,1024,2024-02-13 19:30:33,52.172741
108,21.04299,1025,2024-02-13 19:30:29,52.175686
108,21.0233954,1026,2024-02-13 19:30:35,52.2283927
208,20.9738369,1027,2024-02-13 19:30:35,52.2082664
108,21.0246034,1028,2024-02-13 19:30:33,52.1908525
108,21.062454,1029,2024-02-13 19:30:33,52.186077
163,20.995796,1030,2024-02-13 19:19:52,52.188503
339,21.066992,1031,2024-02-13 19:30:34,52.130028
339,20.995953,1032,2024-02-12 06:33:42,52.187172
192,20.9960284,1034,2024-02-13 19:30:36,52.1880122
208,20.975473,1035,2024-02-13 19:30:36,52.210201
200,21.002808,1036,2024-02-13 19:30:27,52.230623
339,20.99785,1037,2024-02-13 19:30:32,52.186367
163,21.023045,1038,2024-02-13 19:30:36,52.1792899
200,20.995634,1039,2024-02-13 19:09:41,52.188541
204,21.045345,1040,2024-02-13 18:16:44,52.264453
107,21.046994,1041,2024-02-13 19:30:33,52.212718
204,21.044619,1042,2024-02-13 19:18:36,52.264863
107,21.0851917,1043,2024-02-13 19:30:30,52.1934617
107,21.0496933,1044,2024-02-13 19:30:35,52.1952117
107,20.9794117,1045,2024-02-13 19:30:26,52.2445083
204,21.03024,1046,2024-02-13 19:30:36,52.2934033
204,21.045621,1048,2024-02-13 18:59:06,52.264361
204,21.030836,1049,2024-02-13 19:30:34,52.300756
208,20.9639,1050,2024-02-13 19:30:33,52.2079467
208,20.943516,1051,2024-02-13 19:30:22,52.205683
228,20.921326,1053,2024-02-13 16:34:58,52.197151
228,20.893149,1054,2024-02-13 19:30:35,52.200358
228,20.945039,1055,2024-02-13 19:30:29,52.200543
207,20.918528,1056,2024-02-13 08:52:19,52.196728
207,20.919635,1058,2024-02-13 07:31:20,52.1969033
228,20.9447233,1059,2024-02-13 19:30:36,52.2013283
208,20.963675,1060,2024-02-13 19:30:36,52.207989
108,21.046867,1061,2024-02-13 19:30:32,52.177593
164,21.1317412,1062,2024-02-13 19:30:36,52.1527069
192,21.046099,1063,2024-02-13 19:30:34,52.142807
208,20.9950506,1064,2024-02-13 19:18:54,52.1883474
164,21.02009,1065,2024-02-13 19:30:34,52.183952
107,21.036804,1066,2024-02-13 19:30:36,52.221962
209,20.9951717,1067,2024-02-13 10:47:57,52.1881894
239,21.022932,1068,2024-02-13 19:30:32,52.166367
107,21.0021322,1069,2024-02-13 19:30:36,52.2432099
107,20.979153,1070,2024-02-13 19:30:32,52.244511
192,21.041128,1071,2024-02-13 19:30:35,52.141285
192,21.072865,1072,2024-02-13 19:30:36,52.132511
107,21.070078,1073,2024-02-13 19:30:32,52.191811
208,20.9951117,1074,2024-02-13 11:09:26,52.1883895
263,21.03372,1075,2024-02-13 19:30:33,52.148571
108,21.05584,1076,2024-02-13 19:30:34,52.213295
200,20.9962171,1077,2024-02-13 10:29:49,52.1870414
107,21.0412582,1078,2024-02-13 19:30:35,52.2215666
192,20.995636,1079,2024-02-13 19:13:54,52.188484
106,21.0460728,1101,2024-02-13 17:18:53,52.2649525
338,21.045216,1102,2024-02-13 18:24:31,52.264556
170,21.0446093,1106,2024-02-13 18:35:24,52.2648708
338,21.04494,1109,2024-02-13 18:42:13,52.264726
338,21.0446775,1110,2024-02-13 18:27:50,52.2646855
178,20.944925,1112,2024-02-13 19:30:26,52.206938
106,21.0445693,1115,2024-02-13 19:06:40,52.2645686
181,21.046565,1117,2024-02-13 17:03:32,52.264018
169,21.0518306,1118,2024-02-13 19:30:28,52.2529986
240,21.073599,1119,2024-02-13 19:30:35,52.322245
L27,21.1805416,11201,2024-02-13 18:57:11,52.4218813
L27,21.1805091,11202,2024-02-13 19:30:23,52.4218245
139,21.11162,1200,2024-02-13 19:30:36,52.111351
166,21.044384,1201,2024-02-13 19:30:34,52.249092
251,21.1232275,1202,2024-02-13 19:30:36,52.0895079
218,21.023403,1203,2024-02-13 19:30:36,52.179958
106,20.981373,1204,2024-02-13 19:30:34,52.233212
106,21.001869,1205,2024-02-13 19:30:36,52.237186
168,21.049448,1206,2024-02-13 19:30:32,52.207375
263,21.046825,1208,2024-02-13 19:30:34,52.150631
263,21.0731686,1209,2024-02-13 19:30:36,52.1556677
263,21.0642539,1211,2024-02-13 19:30:35,52.1864432
166,21.060686,1212,2024-02-13 19:30:36,52.136642
739,20.9955579,1213,2024-02-13 19:28:32,52.1884704
166,20.9979141,1214,2024-02-13 19:04:03,52.1863109
106,21.0194,1216,2024-02-13 19:30:32,52.246375
106,21.02799,1217,2024-02-13 19:30:35,52.238079
168,21.112654,1218,2024-02-13 19:30:34,52.236366
739,21.053093,1219,2024-02-13 19:30:36,52.098625
106,20.9650372,1220,2024-02-13 19:30:36,52.247665
118,21.037531,1221,2024-02-13 19:30:36,52.232822
319,20.9979386,1222,2024-02-13 13:30:54,52.1863912
263,21.048685,1223,2024-02-13 19:30:35,52.17783
218,21.010122,1224,2024-02-13 19:30:35,52.178894
117,21.102614,1400,2024-02-13 19:30:32,52.2220781
197,20.9345336,1401,2024-02-13 19:30:25,52.2582213
147,21.112883,1411,2024-02-13 19:30:33,52.205265
115,21.158255,1412,2024-02-13 19:30:36,52.255386
119,21.028553,1413,2024-02-13 19:30:36,52.207462
146,21.117068,1414,2024-02-13 16:11:26,52.232981
702,21.1150061,1415,2024-02-13 07:15:08,52.234655
153,21.1598359,1416,2024-02-13 19:30:34,52.258151
119,21.0192,1417,2024-02-13 19:30:35,52.2095
117,21.005468,1418,2024-02-13 19:30:36,52.228737
319,21.115016,1419,2024-02-13 15:36:06,52.234498
730,21.114025,1420,2024-02-13 19:30:33,52.234816
117,21.017994,1421,2024-02-13 19:30:32,52.23111
119,21.133312,1422,2024-02-13 19:30:35,52.210712
