Lines,Lon,VehicleNumber,Time,Lat
225,21.115596,1000,2024-02-13 18:12:18,52.234521
213,21.1710276,1001,2024-02-13 20:49:25,52.190462
225,21.1156568,1002,2024-02-13 18:43:11,52.2345381
213,21.2068526,1003,2024-02-13 20:49:24,52.1828283
213,21.101648,1004,2024-02-13 20:49:12,52.223343
213,21.1022608,1005,2024-02-13 20:49:25,52.222818
219,21.1081,1006,2024-02-13 20:49:22,52.2187738
225,21.116121,1007,2024-02-13 20:49:09,52.234763
L-8,21.0433571,10071,2024-02-13 20:49:24,52.3857588
L31,21.1957061,10072,2024-02-13 20:45:34,52.4262566
L49,20.8851353,10073,2024-02-13 20:49:26,52.4098718
L23,21.04776,10074,2024-02-13 20:49:23,52.0583928
L-8,21.1586565,10075,2024-02-13 19:45:59,52.4321228
213,21.1887665,1008,2024-02-13 20:49:30,52.1499048
311,21.0884,1009,2024-02-13 20:49:25,52.2280491
219,21.1879251,1010,2024-02-13 20:49:27,52.183896
213,21.115073,1011,2024-02-13 13:53:42,52.234709
219,21.115521,1012,2024-02-13 20:45:50,52.234548
225,21.115611,1013,2024-02-13 17:39:03,52.234524
219,21.1025025,1014,2024-02-13 20:49:24,52.2227718
163,20.995926,1020,2024-02-13 19:24:23,52.188526
263,20.997978,1021,2024-02-13 20:27:53,52.18605
339,20.995956,1022,2024-02-13 19:33:37,52.188522
239,20.9952716,1023,2024-02-13 20:17:11,52.1882391
192,20.9959376,1024,2024-02-13 20:15:19,52.1872587
108,21.0482454,1025,2024-02-13 20:49:26,52.2117554
108,21.048691,1026,2024-02-13 20:49:26,52.177784
208,20.9952324,1027,2024-02-13 20:31:17,52.1876519
108,21.0241551,1028,2024-02-13 20:49:27,52.1795925
108,21.02346,1029,2024-02-13 20:49:26,52.228382
163,20.995796,1030,2024-02-13 19:19:52,52.188503
339,20.998022,1031,2024-02-13 20:31:49,52.186142
339,20.995953,1032,2024-02-12 06:33:42,52.187172
192,20.9958722,1034,2024-02-13 20:05:53,52.1884846
208,20.995863,1035,2024-02-13 20:16:34,52.188431
200,20.99542,1036,2024-02-13 20:22:11,52.188118
339,20.997866,1037,2024-02-13 19:36:37,52.186352
163,20.9960204,1038,2024-02-13 20:10:45,52.188471
200,20.995634,1039,2024-02-13 19:09:41,52.188541
204,21.045345,1040,2024-02-13 18:16:44,52.264453
107,21.047854,1041,2024-02-13 20:49:17,52.209404
204,21.044619,1042,2024-02-13 19:18:36,52.264863
107,21.0463983,1043,2024-02-13 20:49:24,52.2642617
107,20.9793617,1044,2024-02-13 20:49:17,52.244515
107,21.04614,1045,2024-02-13 20:49:16,52.2011883
204,21.04721,1046,2024-02-13 20:49:18,52.263705
204,21.045621,1048,2024-02-13 18:59:06,52.264361
204,21.044184,1049,2024-02-13 20:48:58,52.264948
208,20.9434867,1050,2024-02-13 20:49:15,52.2057067
208,20.975545,1051,2024-02-13 20:49:08,52.210191
228,20.921326,1053,2024-02-13 16:34:58,52.197151
228,20.893155,1054,2024-02-13 20:49:19,52.200443
228,20.981391,1055,2024-02-13 20:49:13,52.190991
207,20.918528,1056,2024-02-13 08:52:19,52.196728
207,20.919635,1058,2024-02-13 07:31:20,52.1969033
228,20.9217466,1059,2024-02-13 20:49:16,52.212385
208,20.97563,1060,2024-02-13 20:49:27,52.210316
108,21.056879,1061,2024-02-13 20:49:26,52.182392
164,20.995371,1062,2024-02-13 20:30:12,52.188198
192,20.998013,1063,2024-02-13 20:34:30,52.186069
208,20.9950506,1064,2024-02-13 19:18:54,52.1883474
164,20.9957022,1065,2024-02-13 20:11:24,52.1884617
107,21.075567,1066,2024-02-13 20:49:27,52.190601
209,20.995083,1067,2024-02-13 19:59:06,52.188202
239,20.995576,1068,2024-02-13 20:11:06,52.1880151
107,21.04484,1069,2024-02-13 20:49:26,52.22134
107,21.072207,1070,2024-02-13 20:49:25,52.179478
192,20.9950567,1071,2024-02-13 20:48:02,52.1882336
192,20.9979787,1072,2024-02-13 20:30:26,52.1861689
107,21.011524,1073,2024-02-13 20:49:25,52.229572
208,20.9951694,1074,2024-02-13 20:16:44,52.1883499
263,21.1081499,1075,2024-02-13 20:49:27,52.1668754
108,21.065828,1076,2024-02-13 20:49:26,52.2123302
200,20.9961407,1077,2024-02-13 19:34:55,52.187068
107,20.99448,1078,2024-02-13 20:49:27,52.245811
192,20.995636,1079,2024-02-13 19:13:54,52.188484
106,21.0460728,1101,2024-02-13 17:18:53,52.2649525
338,21.045216,1102,2024-02-13 18:24:31,52.264556
170,21.0446093,1106,2024-02-13 18:35:24,52.2648708
338,21.04494,1109,2024-02-13 18:42:13,52.264726
338,21.0446775,1110,2024-02-13 18:27:50,52.2646855
178,21.045296,1112,2024-02-13 20:27:29,52.264858
106,21.0445693,1115,2024-02-13 19:06:40,52.2645686
181,21.046565,1117,2024-02-13 17:03:32,52.264018
169,21.0410843,1118,2024-02-13 20:49:19,52.2925181
240,21.118341,1119,2024-02-13 20:49:20,52.338948
L27,21.1805416,11201,2024-02-13 18:57:11,52.4218813
L27,21.180492,11202,2024-02-13 19:40:24,52.4218688
251,21.112419,1200,2024-02-13 20:49:27,52.110291
166,21.065792,1201,2024-02-13 20:49:26,52.142181
139,21.049932,1202,2024-02-13 20:49:23,52.173721
218,20.9887286,1203,2024-02-13 20:49:27,52.185283
106,20.965176,1204,2024-02-13 20:49:26,52.247643
106,21.0244051,1205,2024-02-13 20:49:26,52.2419827
168,21.11344,1206,2024-02-13 20:49:27,52.2355
263,21.1091232,1208,2024-02-13 20:49:26,52.1647571
263,21.048866,1209,2024-02-13 20:49:15,52.177891
263,21.0606692,1211,2024-02-13 20:49:26,52.1495867
166,21.027929,1212,2024-02-13 20:49:26,52.25967
739,20.9955579,1213,2024-02-13 19:28:32,52.1884704
166,20.9979141,1214,2024-02-13 19:04:03,52.1863109
106,21.01929,1216,2024-02-13 20:49:15,52.246293
106,20.9965809,1217,2024-02-13 20:49:27,52.2356589
168,20.99921,1218,2024-02-13 20:49:25,52.188854
739,20.995546,1219,2024-02-13 20:46:22,52.188091
106,20.9676802,1220,2024-02-13 20:49:26,52.2434556
118,21.000874,1221,2024-02-13 20:49:26,52.199162
319,20.9979386,1222,2024-02-13 13:30:54,52.1863912
263,21.0455747,1223,2024-02-13 20:49:27,52.1499745
218,21.0134267,1224,2024-02-13 20:49:26,52.1796409
117,21.0453698,1400,2024-02-13 20:49:21,52.2650086
197,20.9303261,1401,2024-02-13 20:49:26,52.2249773
147,21.079973,1411,2024-02-13 20:49:26,52.226151
115,21.2423037,1412,2024-02-13 20:49:26,52.1698972
119,21.089211,1413,2024-02-13 20:49:27,52.212372
146,21.117068,1414,2024-02-13 16:11:26,52.232981
702,21.1150061,1415,2024-02-13 07:15:08,52.234655
153,21.117237,1416,2024-02-13 20:49:26,52.234867
119,21.1557549,1417,2024-02-13 20:49:27,52.2139524
117,21.1164742,1418,2024-02-13 20:49:26,52.2330991
319,21.115016,1419,2024-02-13 15:36:06,52.234498
730,21.114394,1420,2024-02-13 19:50:44,52.234065
117,21.005075,1421,2024-02-13 20:49:27,52.229614
119,21.028883,1422,2024-02-13 20:49:27,52.207207
153,21.1701,1424,2024-02-13 20:49:25,52.2768
183,21.0869741,1425,2024-02-13 20:49:27,52.2446801
