Lines,Lon,VehicleNumber,Time,Lat
225,21.115596,1000,2024-02-13 18:12:18,52.234521
213,21.170312,1001,2024-02-13 20:50:15,52.196279
225,21.1156568,1002,2024-02-13 18:43:11,52.2345381
213,21.2115963,1003,2024-02-13 20:50:19,52.1826271
213,21.1001801,1004,2024-02-13 20:50:12,52.2265371
213,21.1023013,1005,2024-02-13 20:50:20,52.2228555
219,21.111032,1006,2024-02-13 20:50:17,52.2142115
225,21.116121,1007,2024-02-13 20:50:09,52.234763
L-8,21.039952,10071,2024-02-13 20:50:20,52.3789376
L31,21.1957061,10072,2024-02-13 20:45:34,52.4262566
L49,20.8851275,10073,2024-02-13 20:50:22,52.4098628
L23,21.0428384,10074,2024-02-13 20:50:19,52.055835
L-8,21.1586565,10075,2024-02-13 19:45:59,52.4321228
213,21.1887566,1008,2024-02-13 20:50:25,52.1498853
311,21.0930833,1009,2024-02-13 20:50:18,52.22768
219,21.187848,1010,2024-02-13 20:50:22,52.1839255
213,21.115073,1011,2024-02-13 13:53:42,52.234709
219,21.115521,1012,2024-02-13 20:45:50,52.234548
225,21.115611,1013,2024-02-13 17:39:03,52.234524
219,21.102526,1014,2024-02-13 20:50:04,52.222791
163,20.995926,1020,2024-02-13 19:24:23,52.188526
263,20.997978,1021,2024-02-13 20:27:53,52.18605
339,20.995956,1022,2024-02-13 19:33:37,52.188522
239,20.9952716,1023,2024-02-13 20:17:11,52.1882391
192,20.9959376,1024,2024-02-13 20:15:19,52.1872587
108,21.05485,1025,2024-02-13 20:50:22,52.213047
108,21.053125,1026,2024-02-13 20:50:20,52.179935
208,20.9952324,1027,2024-02-13 20:31:17,52.1876519
108,21.024162,1028,2024-02-13 20:50:22,52.179584
108,21.023497,1029,2024-02-13 20:50:21,52.2283779
163,20.995796,1030,2024-02-13 19:19:52,52.188503
339,20.998022,1031,2024-02-13 20:31:49,52.186142
339,20.995953,1032,2024-02-12 06:33:42,52.187172
192,20.9958722,1034,2024-02-13 20:05:53,52.1884846
208,20.995863,1035,2024-02-13 20:16:34,52.188431
200,20.99542,1036,2024-02-13 20:22:11,52.188118
339,20.997866,1037,2024-02-13 19:36:37,52.186352
163,20.9960204,1038,2024-02-13 20:10:45,52.188471
200,20.995634,1039,2024-02-13 19:09:41,52.188541
204,21.045345,1040,2024-02-13 18:16:44,52.264453
107,21.047171,1041,2024-02-13 20:50:18,52.207083
204,21.044619,1042,2024-02-13 19:18:36,52.264863
107,21.0463983,1043,2024-02-13 20:50:11,52.2642617
107,20.9793617,1044,2024-02-13 20:50:20,52.244515
107,21.0459167,1045,2024-02-13 20:50:19,52.202295
204,21.04721,1046,2024-02-13 20:50:20,52.263705
204,21.045621,1048,2024-02-13 18:59:06,52.264361
204,21.044184,1049,2024-02-13 20:48:58,52.264948
208,20.9455033,1050,2024-02-13 20:50:17,52.207355
208,20.975545,1051,2024-02-13 20:50:08,52.210191
228,20.921326,1053,2024-02-13 16:34:58,52.197151
228,20.893164,1054,2024-02-13 20:50:19,52.200451
228,20.978461,1055,2024-02-13 20:50:13,52.192081
207,20.918528,1056,2024-02-13 08:52:19,52.196728
207,20.919635,1058,2024-02-13 07:31:20,52.1969033
228,20.9268383,1059,2024-02-13 20:50:21,52.2141683
