Lines,Lon,VehicleNumber,Time,Lat
225,21.115596,1000,2024-02-13 18:12:18,52.234521
213,21.1660991,1001,2024-02-13 19:38:02,52.2038473
225,21.1156568,1002,2024-02-13 18:43:11,52.2345381
213,21.0914938,1003,2024-02-13 19:38:01,52.2223308
213,21.2230176,1004,2024-02-13 19:38:03,52.1603556
213,21.2033635,1005,2024-02-13 19:38:04,52.1594531
219,21.145366,1006,2024-02-13 19:38:02,52.1867378
225,21.1141686,1007,2024-02-13 15:10:57,52.2346921
L-8,21.0291031,10071,2024-02-13 19:38:05,52.3809516
L31,21.126929,10072,2024-02-13 19:38:05,52.443925
L49,20.890375,10073,2024-02-13 19:38:03,52.4038053
L24,21.0224513,10074,2024-02-13 19:38:03,52.0682413
L-8,21.1582718,10075,2024-02-13 19:38:02,52.4322168
213,21.1025486,1008,2024-02-13 19:38:05,52.2227168
311,21.0833908,1009,2024-02-13 19:38:03,52.2326778
119,21.116405,1010,2024-02-13 13:33:38,52.235039
213,21.115073,1011,2024-02-13 13:53:42,52.234709
219,21.1705666,1012,2024-02-13 19:38:03,52.195535
225,21.115611,1013,2024-02-13 17:39:03,52.234524
219,21.1023866,1014,2024-02-13 19:38:07,52.2227741
163,20.995926,1020,2024-02-13 19:24:23,52.188526
263,21.099016,1021,2024-02-13 19:38:04,52.161293
339,20.995956,1022,2024-02-13 19:33:37,52.188522
239,21.0169869,1023,2024-02-13 19:38:06,52.1529664
192,21.007973,1024,2024-02-13 19:38:05,52.189072
108,21.024153,1025,2024-02-13 19:38:06,52.179646
108,21.023388,1026,2024-02-13 19:38:01,52.228401
208,20.943611,1027,2024-02-13 19:38:05,52.205868
108,21.01825,1028,2024-02-13 19:38:05,52.219303
108,21.042892,1029,2024-02-13 19:38:05,52.175705
163,20.995796,1030,2024-02-13 19:19:52,52.188503
339,21.046015,1031,2024-02-13 19:38:03,52.149441
339,20.995953,1032,2024-02-12 06:33:42,52.187172
192,20.9957794,1034,2024-02-13 19:38:03,52.1876635
208,20.978245,1035,2024-02-13 19:38:01,52.198502
200,21.001811,1036,2024-02-13 19:36:30,52.229388
339,20.997866,1037,2024-02-13 19:36:37,52.186352
163,20.996183,1038,2024-02-13 19:38:05,52.188541
200,20.995634,1039,2024-02-13 19:09:41,52.188541
204,21.045345,1040,2024-02-13 18:16:44,52.264453
107,21.02511,1041,2024-02-13 19:37:54,52.223914
204,21.044619,1042,2024-02-13 19:18:36,52.264863
107,21.085145,1043,2024-02-13 19:37:54,52.19334
107,21.085204,1044,2024-02-13 19:37:57,52.193603
107,20.985778,1045,2024-02-13 19:38:03,52.245584
204,21.0300367,1046,2024-02-13 19:37:56,52.304215
204,21.045621,1048,2024-02-13 18:59:06,52.264361
204,21.03125,1049,2024-02-13 19:37:55,52.293476
208,20.9756117,1050,2024-02-13 19:37:53,52.2102567
208,20.969118,1051,2024-02-13 19:38:02,52.213659
228,20.921326,1053,2024-02-13 16:34:58,52.197151
228,20.894128,1054,2024-02-13 19:37:56,52.200138
228,20.924766,1055,2024-02-13 19:37:49,52.20803
207,20.918528,1056,2024-02-13 08:52:19,52.196728
207,20.919635,1058,2024-02-13 07:31:20,52.1969033
228,20.9806183,1059,2024-02-13 19:37:55,52.1915933
208,20.963681,1060,2024-02-13 19:37:53,52.207968
108,21.06357,1061,2024-02-13 19:38:02,52.186646
164,21.0844477,1062,2024-02-13 19:38:06,52.1655377
192,21.046234,1063,2024-02-13 19:38:02,52.150158
208,20.9950506,1064,2024-02-13 19:18:54,52.1883474
164,20.996199,1065,2024-02-13 19:38:01,52.187984
107,21.01692,1066,2024-02-13 19:38:06,52.229733
209,20.9951717,1067,2024-02-13 10:47:57,52.1881894
239,20.9927732,1068,2024-02-13 19:38:04,52.1879211
107,21.0169951,1069,2024-02-13 19:38:05,52.2295279
107,20.979317,1070,2024-02-13 19:38:01,52.244576
192,21.05912,1071,2024-02-13 19:37:58,52.138252
192,21.063059,1072,2024-02-13 19:38:01,52.134293
107,21.085119,1073,2024-02-13 19:38:01,52.193428
208,20.9951117,1074,2024-02-13 11:09:26,52.1883895
263,21.0337197,1075,2024-02-13 19:38:06,52.1485156
108,21.0784734,1076,2024-02-13 19:38:06,52.200016
200,20.9961407,1077,2024-02-13 19:34:55,52.187068
107,21.0393139,1078,2024-02-13 19:38:05,52.2026156
192,20.995636,1079,2024-02-13 19:13:54,52.188484
106,21.0460728,1101,2024-02-13 17:18:53,52.2649525
338,21.045216,1102,2024-02-13 18:24:31,52.264556
170,21.0446093,1106,2024-02-13 18:35:24,52.2648708
338,21.04494,1109,2024-02-13 18:42:13,52.264726
338,21.0446775,1110,2024-02-13 18:27:50,52.2646855
178,20.959418,1112,2024-02-13 19:37:47,52.221288
106,21.0445693,1115,2024-02-13 19:06:40,52.2645686
181,21.046565,1117,2024-02-13 17:03:32,52.264018
169,21.0518765,1118,2024-02-13 19:38:00,52.2528418
240,21.104101,1119,2024-02-13 19:37:56,52.321736
L27,21.1805416,11201,2024-02-13 18:57:11,52.4218813
L27,21.1805748,11202,2024-02-13 19:36:24,52.4218213
139,21.093277,1200,2024-02-13 19:38:05,52.147625
166,21.031313,1201,2024-02-13 19:38:01,52.261074
251,21.130196,1202,2024-02-13 19:38:03,52.099751
218,21.023369,1203,2024-02-13 19:38:04,52.179939
106,21.005924,1204,2024-02-13 19:38:04,52.238018
106,20.978848,1205,2024-02-13 19:38:04,52.232742
168,21.026424,1206,2024-02-13 19:38:04,52.213665
263,21.072865,1208,2024-02-13 19:38:06,52.155369
263,21.044426,1209,2024-02-13 19:38:04,52.149406
263,21.050722,1211,2024-02-13 19:38:04,52.178535
166,21.0682187,1212,2024-02-13 19:38:05,52.1292694
739,20.9955579,1213,2024-02-13 19:28:32,52.1884704
166,20.9979141,1214,2024-02-13 19:04:03,52.1863109
106,21.027063,1216,2024-02-13 19:37:52,52.237409
106,21.019395,1217,2024-02-13 19:38:04,52.2462872
168,21.112602,1218,2024-02-13 19:38:05,52.236389
739,21.029932,1219,2024-02-13 19:38:02,52.096725
106,20.967981,1220,2024-02-13 19:38:05,52.243439
118,21.017149,1221,2024-02-13 19:38:05,52.223454
319,20.9979386,1222,2024-02-13 13:30:54,52.1863912
263,21.063713,1223,2024-02-13 19:38:01,52.186646
218,21.0242097,1224,2024-02-13 19:38:05,52.1797991
117,21.1025756,1400,2024-02-13 19:38:02,52.2220605
197,20.9535986,1401,2024-02-13 19:38:00,52.2758931
147,21.091356,1411,2024-02-13 19:38:01,52.222565
115,21.156374,1412,2024-02-13 19:38:02,52.256401
119,21.0469464,1413,2024-02-13 19:38:05,52.1955587
146,21.117068,1414,2024-02-13 16:11:26,52.232981
702,21.1150061,1415,2024-02-13 07:15:08,52.234655
153,21.1772169,1416,2024-02-13 19:38:02,52.2568694
119,21.000202,1417,2024-02-13 19:38:04,52.206146
117,21.0050974,1418,2024-02-13 19:38:03,52.229623
319,21.115016,1419,2024-02-13 15:36:06,52.234498
730,21.11438,1420,2024-02-13 19:37:57,52.23458
