BusStopID,BusStopNr,Line,ArrivalTime
R-10,00,125,05:07:00
R-10,00,146,03:55:00
R-10,00,146,04:25:00
R-10,00,146,04:35:00
R-10,00,146,05:14:00
R-10,00,146,14:06:00
R-10,00,158,06:14:00
R-10,00,502,04:28:00
R-10,00,502,13:36:00
R-10,00,502,14:21:00
R-10,00,509,06:20:00
R-10,00,509,06:26:00
R-10,00,520,04:36:00
R-10,00,520,13:41:00
R-10,00,520,14:11:00
R-10,00,523,05:44:00
R-10,00,523,06:01:00
R-10,00,523,06:13:00
R-10,00,523,06:50:00
R-10,00,N02,23:02:00
R-10,00,N03,23:55:00
R-10,90,115,04:19:00
R-10,90,115,04:26:00
R-10,90,115,04:39:00
R-10,90,115,06:16:00
R-10,90,125,04:53:00
R-10,90,125,13:27:00
R-10,90,143,04:25:00
R-10,90,143,04:40:00
R-10,90,143,04:42:00
R-10,90,143,04:55:00
R-10,90,143,04:57:00
R-10,90,143,06:33:00
R-10,90,143,15:22:00
R-10,90,145,04:43:00
R-10,90,173,03:54:00
R-10,90,173,04:31:00
R-10,90,183,04:18:00
R-10,90,183,04:33:00
R-10,90,183,05:03:00
R-10,90,379,06:49:00
R-10,90,502,04:12:00
R-10,90,502,04:42:00
R-10,90,502,05:02:00
R-10,90,502,05:37:00
R-10,90,502,06:57:00
R-10,90,502,13:46:00
R-10,90,502,14:16:00
R-10,90,514,04:04:00
R-10,90,514,04:40:00
R-10,90,514,05:10:00
R-10,90,525,13:52:00
R-10,90,525,14:30:00
R-10,90,702,04:18:00
R-10,90,704,03:47:00
R-10,90,704,04:27:00
R-10,90,720,03:20:00
R-10,90,720,04:40:00
R-10,90,722,03:50:00
R-10,90,730,03:55:00
R-10,90,N21,23:29:00
R-10,90,N24,23:09:00
R-10,90,N24,23:39:00
R-10,90,N71,23:56:00
