BusStopID,BusStopNr,Line,ArrivalTime
2847,01,L48,04:37:00
2847,01,L48,05:02:00
2847,01,L48,05:37:00
2847,01,L48,06:07:00
2847,01,L48,06:37:00
2847,01,L48,07:07:00
2847,01,L48,07:37:00
2847,01,L48,08:07:00
2847,01,L48,08:37:00
2847,01,L48,09:07:00
2847,01,L48,10:07:00
2847,01,L48,11:07:00
2847,01,L48,12:07:00
2847,01,L48,13:17:00
2847,01,L48,14:17:00
2847,01,L48,15:17:00
2847,01,L48,15:47:00
2847,01,L48,16:17:00
2847,01,L48,16:47:00
2847,01,L48,17:17:00
2847,01,L48,17:47:00
2847,01,L48,18:17:00
2847,01,L48,18:47:00
2847,01,L48,19:17:00
2847,01,L48,19:47:00
2847,01,L48,20:47:00
2847,01,L48,21:47:00
2847,01,L48,22:47:00
2847,01,L48,23:57:00
