BusStopID,BusStopNr,Line,ArrivalTime
7003,05,185,05:07:00
7003,05,185,05:37:00
7003,05,185,06:08:00
7003,05,185,06:24:00
7003,05,185,06:39:00
7003,05,185,06:52:00
7003,05,185,07:07:00
7003,05,185,07:21:00
7003,05,185,07:31:00
7003,05,185,07:41:00
7003,05,185,07:51:00
7003,05,185,08:01:00
7003,05,185,08:11:00
7003,05,185,08:21:00
7003,05,185,08:37:00
7003,05,185,08:54:00
7003,05,185,09:09:00
7003,05,185,09:24:00
7003,05,185,09:39:00
7003,05,185,09:54:00
7003,05,185,10:09:00
7003,05,185,10:24:00
7003,05,185,10:39:00
7003,05,185,10:54:00
7003,05,185,11:09:00
7003,05,185,11:24:00
7003,05,185,11:39:00
7003,05,185,11:54:00
7003,05,185,12:09:00
7003,05,185,12:24:00
7003,05,185,12:39:00
7003,05,185,12:54:00
7003,05,185,13:09:00
7003,05,185,13:24:00
7003,05,185,13:39:00
7003,05,185,13:54:00
7003,05,185,14:09:00
7003,05,185,14:24:00
7003,05,185,14:39:00
7003,05,185,14:53:00
7003,05,185,15:08:00
7003,05,185,15:23:00
7003,05,185,15:38:00
7003,05,185,15:53:00
7003,05,185,16:08:00
7003,05,185,16:23:00
7003,05,185,16:38:00
7003,05,185,16:53:00
7003,05,185,17:08:00
7003,05,185,17:23:00
7003,05,185,17:38:00
7003,05,185,17:53:00
7003,05,185,18:08:00
7003,05,185,18:23:00
7003,05,185,18:38:00
7003,05,185,18:54:00
7003,05,185,19:09:00
7003,05,185,19:24:00
7003,05,185,19:39:00
7003,05,185,19:54:00
7003,05,185,20:09:00
7003,05,185,20:29:00
7003,05,185,20:49:00
7003,05,185,21:08:00
7003,05,185,21:27:00
7003,05,185,21:47:00
7003,05,185,22:07:00
7003,05,185,22:27:00
7003,05,185,22:47:00
7003,05,185,23:07:00
7003,05,185,23:37:00
7003,05,185,24:07:00
7003,06,185,04:54:00
7003,06,185,05:24:00
7003,06,185,05:39:00
7003,06,185,05:54:00
7003,06,185,06:12:00
7003,06,185,06:27:00
7003,06,185,06:42:00
7003,06,185,06:57:00
7003,06,185,07:13:00
7003,06,185,07:29:00
7003,06,185,07:47:00
7003,06,185,08:00:00
7003,06,185,08:11:00
7003,06,185,08:21:00
7003,06,185,08:36:00
7003,06,185,08:51:00
7003,06,185,09:06:00
7003,06,185,09:18:00
7003,06,185,09:30:00
7003,06,185,09:45:00
7003,06,185,10:00:00
7003,06,185,10:15:00
7003,06,185,10:30:00
7003,06,185,10:45:00
7003,06,185,11:00:00
7003,06,185,11:15:00
7003,06,185,11:30:00
7003,06,185,11:45:00
7003,06,185,12:00:00
7003,06,185,12:15:00
7003,06,185,12:30:00
7003,06,185,12:45:00
7003,06,185,13:00:00
7003,06,185,13:15:00
7003,06,185,13:30:00
7003,06,185,13:45:00
7003,06,185,14:00:00
7003,06,185,14:15:00
7003,06,185,14:30:00
7003,06,185,14:45:00
7003,06,185,15:00:00
7003,06,185,15:16:00
7003,06,185,15:31:00
7003,06,185,15:46:00
7003,06,185,16:01:00
7003,06,185,16:16:00
7003,06,185,16:31:00
7003,06,185,16:46:00
7003,06,185,17:01:00
7003,06,185,17:16:00
7003,06,185,17:31:00
7003,06,185,17:46:00
7003,06,185,18:01:00
7003,06,185,18:16:00
7003,06,185,18:31:00
7003,06,185,18:46:00
7003,06,185,19:01:00
7003,06,185,19:15:00
7003,06,185,19:29:00
7003,06,185,19:47:00
7003,06,185,20:07:00
7003,06,185,20:27:00
7003,06,185,20:47:00
7003,06,185,21:07:00
7003,06,185,21:24:00
7003,06,185,21:44:00
7003,06,185,22:04:00
7003,06,185,22:24:00
7003,06,185,22:44:00
7003,06,185,23:04:00
7003,06,185,23:24:00
7003,06,185,23:54:00
7003,01,111,04:59:00
7003,01,111,05:29:00
7003,01,111,05:59:00
7003,01,111,06:26:00
7003,01,111,06:41:00
7003,01,111,06:53:00
7003,01,111,07:06:00
7003,01,111,07:18:00
7003,01,111,07:28:00
7003,01,111,07:39:00
7003,01,111,07:50:00
7003,01,111,08:00:00
7003,01,111,08:10:00
7003,01,111,08:20:00
7003,01,111,08:30:00
7003,01,111,08:41:00
7003,01,111,08:53:00
7003,01,111,09:05:00
7003,01,111,09:17:00
7003,01,111,09:29:00
7003,01,111,09:41:00
7003,01,111,09:53:00
7003,01,111,10:05:00
7003,01,111,10:17:00
7003,01,111,10:29:00
7003,01,111,10:41:00
7003,01,111,10:53:00
7003,01,111,11:05:00
7003,01,111,11:17:00
7003,01,111,11:29:00
7003,01,111,11:41:00
