BusStopID,BusStopNr,Line,ArrivalTime
R-11,00,122,04:25:00
R-11,00,122,04:37:00
R-11,00,129,04:44:00
R-11,00,129,05:58:00
R-11,00,136,04:10:00
R-11,00,136,04:35:00
R-11,00,136,05:05:00
R-11,00,136,05:25:00
R-11,00,136,05:44:00
R-11,00,136,06:02:00
R-11,00,136,13:08:00
R-11,00,154,05:57:00
R-11,00,154,06:28:00
R-11,00,158,05:38:00
R-11,00,172,04:05:00
R-11,00,172,04:35:00
R-11,00,172,04:59:00
R-11,00,172,05:34:00
R-11,00,172,05:58:00
R-11,00,172,06:40:00
R-11,00,172,14:56:00
R-11,00,189,04:02:00
R-11,00,189,04:22:00
R-11,00,189,04:32:00
R-11,00,189,04:40:00
R-11,00,189,05:03:00
R-11,00,189,05:18:00
R-11,00,189,05:41:00
R-11,00,189,06:16:00
R-11,00,189,06:25:00
R-11,00,189,06:36:00
R-11,00,189,06:54:00
R-11,00,189,07:07:00
R-11,00,189,12:54:00
R-11,00,189,13:44:00
R-11,00,320,13:22:00
R-11,00,401,15:01:00
R-11,00,401,15:11:00
R-11,00,401,15:21:00
R-11,00,401,15:31:00
R-11,00,401,15:41:00
R-11,00,414,13:16:00
R-11,00,414,13:31:00
R-11,00,414,13:46:00
R-11,00,414,14:01:00
R-11,00,414,14:16:00
R-11,00,523,05:45:00
R-11,00,523,06:06:00
R-11,00,523,06:54:00
R-11,00,523,07:02:00
R-11,00,716,04:17:00
R-11,00,N01,23:21:00
R-11,00,N01,23:25:00
R-11,00,N41,22:48:00
