BusStopID,BusStopNr,Line,ArrivalTime
R-13,00,111,06:07:00
R-13,00,112,04:54:00
R-13,00,112,05:33:00
R-13,00,120,04:31:00
R-13,00,120,05:17:00
R-13,00,120,05:45:00
R-13,00,126,05:04:00
R-13,00,126,05:20:00
R-13,00,126,05:45:00
R-13,00,132,04:31:00
R-13,00,132,04:46:00
R-13,00,132,05:00:00
R-13,00,132,05:15:00
R-13,00,132,05:30:00
R-13,00,132,05:51:00
R-13,00,132,06:19:00
R-13,00,132,06:48:00
R-13,00,138,04:07:00
R-13,00,138,04:27:00
R-13,00,138,04:47:00
R-13,00,138,05:27:00
R-13,00,138,05:47:00
R-13,00,140,03:32:00
R-13,00,140,04:02:00
R-13,00,140,04:22:00
R-13,00,140,04:42:00
R-13,00,145,04:05:00
R-13,00,156,04:55:00
R-13,00,156,20:41:00
R-13,00,156,21:10:00
R-13,00,160,04:44:00
R-13,00,160,05:14:00
R-13,00,170,04:33:00
R-13,00,170,04:44:00
R-13,00,170,04:48:00
R-13,00,170,04:59:00
R-13,00,170,13:02:00
R-13,00,170,13:41:00
R-13,00,170,20:27:00
R-13,00,190,04:59:00
R-13,00,190,14:05:00
R-13,00,190,14:35:00
R-13,00,245,03:50:00
R-13,00,245,04:20:00
R-13,00,245,04:40:00
R-13,00,245,04:55:00
R-13,00,338,04:55:00
R-13,00,500,04:37:00
R-13,00,500,05:05:00
R-13,00,509,06:04:00
R-13,00,509,06:15:00
R-13,00,512,04:39:00
R-13,00,705,03:37:00
R-13,00,705,04:07:00
R-13,00,723,03:56:00
R-13,00,723,04:16:00
R-13,00,723,04:36:00
R-13,00,731,03:51:00
R-13,00,731,04:06:00
R-13,00,731,04:26:00
R-13,00,738,03:12:00
R-13,00,738,03:32:00
R-13,00,738,03:52:00
R-13,00,738,04:12:00
R-13,00,738,04:32:00
R-13,00,738,04:52:00
R-13,00,N61,23:46:00
