BusStopID,BusStopNr,Line,ArrivalTime
4127,01,207,05:18:00
4127,01,207,05:38:00
4127,01,207,05:58:00
4127,01,207,06:14:00
4127,01,207,06:31:00
4127,01,207,06:46:00
4127,01,207,07:02:00
4127,01,207,07:17:00
4127,01,207,07:32:00
4127,01,207,07:47:00
4127,01,207,08:02:00
4127,01,207,08:17:00
4127,01,207,08:32:00
4127,01,207,08:47:00
4127,01,207,09:02:00
4127,01,207,09:21:00
4127,01,207,09:41:00
4127,01,207,10:01:00
4127,01,207,10:21:00
4127,01,207,10:41:00
4127,01,207,11:01:00
4127,01,207,11:21:00
4127,01,207,11:41:00
4127,01,207,12:01:00
4127,01,207,12:21:00
4127,01,207,12:41:00
4127,01,207,13:01:00
4127,01,207,13:21:00
4127,01,207,13:41:00
4127,01,207,14:01:00
4127,01,207,14:15:00
4127,01,207,14:30:00
4127,01,207,14:45:00
4127,01,207,15:00:00
4127,01,207,15:16:00
4127,01,207,15:31:00
4127,01,207,15:46:00
4127,01,207,16:01:00
4127,01,207,16:16:00
4127,01,207,16:31:00
4127,01,207,16:46:00
4127,01,207,17:01:00
4127,01,207,17:16:00
4127,01,207,17:31:00
4127,01,207,17:46:00
4127,01,207,18:01:00
4127,01,207,18:16:00
4127,01,207,18:31:00
4127,01,207,18:47:00
4127,01,207,19:03:00
4127,01,207,19:21:00
4127,01,207,19:41:00
4127,01,207,20:01:00
4127,01,207,20:21:00
4127,01,207,20:41:00
4127,01,207,20:59:00
4127,01,207,21:29:00
4127,01,207,21:59:00
4127,01,207,22:29:00
4127,01,207,22:59:00
4127,01,207,23:39:00
4127,01,716,04:53:00
4127,01,716,05:23:00
4127,01,716,05:48:00
4127,01,716,06:08:00
4127,01,716,06:28:00
4127,01,716,06:48:00
4127,01,716,07:08:00
4127,01,716,07:29:00
4127,01,716,07:50:00
4127,01,716,08:10:00
4127,01,716,08:30:00
4127,01,716,08:55:00
4127,01,716,09:25:00
4127,01,716,09:55:00
4127,01,716,10:25:00
4127,01,716,10:55:00
4127,01,716,11:25:00
4127,01,716,11:55:00
4127,01,716,12:25:00
4127,01,716,12:55:00
4127,01,716,13:26:00
4127,01,716,13:56:00
4127,01,716,14:18:00
4127,01,716,14:38:00
4127,01,716,14:58:00
4127,01,716,15:18:00
4127,01,716,15:38:00
4127,01,716,15:58:00
4127,01,716,16:18:00
4127,01,716,16:38:00
4127,01,716,16:58:00
4127,01,716,17:18:00
4127,01,716,17:38:00
4127,01,716,17:58:00
4127,01,716,18:27:00
4127,01,716,18:57:00
4127,01,716,19:23:00
4127,01,716,19:53:00
4127,01,716,20:23:00
4127,01,716,20:53:00
4127,01,716,21:23:00
4127,01,716,21:53:00
4127,01,716,22:23:00
4127,01,716,22:53:00
4127,02,207,05:10:00
4127,02,207,05:30:00
4127,02,207,05:50:00
4127,02,207,06:12:00
4127,02,207,06:29:00
4127,02,207,06:44:00
4127,02,207,06:59:00
4127,02,207,07:14:00
4127,02,207,07:29:00
4127,02,207,07:44:00
4127,02,207,07:59:00
4127,02,207,08:14:00
4127,02,207,08:29:00
4127,02,207,08:44:00
4127,02,207,08:59:00
4127,02,207,09:14:00
4127,02,207,09:33:00
4127,02,207,09:53:00
4127,02,207,10:13:00
4127,02,207,10:33:00
4127,02,207,10:53:00
4127,02,207,11:13:00
4127,02,207,11:33:00
4127,02,207,11:53:00
4127,02,207,12:13:00
4127,02,207,12:33:00
4127,02,207,12:53:00
4127,02,207,13:13:00
4127,02,207,13:33:00
4127,02,207,13:53:00
4127,02,207,14:13:00
4127,02,207,14:28:00
4127,02,207,14:43:00
4127,02,207,14:58:00
4127,02,207,15:13:00
4127,02,207,15:29:00
4127,02,207,15:44:00
4127,02,207,15:59:00
4127,02,207,16:14:00
4127,02,207,16:29:00
4127,02,207,16:44:00
4127,02,207,16:59:00
4127,02,207,17:14:00
4127,02,207,17:29:00
4127,02,207,17:44:00
4127,02,207,17:59:00
4127,02,207,18:14:00
4127,02,207,18:29:00
4127,02,207,18:44:00
4127,02,207,18:59:00
4127,02,207,19:14:00
4127,02,207,19:33:00
4127,02,207,19:53:00
4127,02,207,20:13:00
4127,02,207,20:33:00
4127,02,207,20:53:00
4127,02,207,21:15:00
4127,02,207,21:45:00
4127,02,207,22:15:00
4127,02,207,22:45:00
4127,02,207,23:15:00
4127,02,716,05:05:00
4127,02,716,05:35:00
4127,02,716,05:59:00
4127,02,716,06:21:00
4127,02,716,06:41:00
4127,02,716,07:01:00
4127,02,716,07:21:00
4127,02,716,07:41:00
4127,02,716,08:01:00
4127,02,716,08:21:00
4127,02,716,08:41:00
4127,02,716,09:07:00
4127,02,716,09:37:00
4127,02,716,10:07:00
4127,02,716,10:37:00
4127,02,716,11:07:00
4127,02,716,11:37:00
4127,02,716,12:07:00
4127,02,716,12:37:00
4127,02,716,13:07:00
4127,02,716,13:37:00
4127,02,716,14:07:00
4127,02,716,14:37:00
4127,02,716,15:07:00
4127,02,716,15:31:00
4127,02,716,15:51:00
4127,02,716,16:11:00
4127,02,716,16:31:00
4127,02,716,16:51:00
4127,02,716,17:11:00
4127,02,716,17:31:00
4127,02,716,17:51:00
4127,02,716,18:11:00
4127,02,716,18:31:00
4127,02,716,18:51:00
4127,02,716,19:11:00
4127,02,716,19:37:00
4127,02,716,20:07:00
4127,02,716,20:37:00
4127,02,716,21:06:00
4127,02,716,21:35:00
4127,02,716,22:05:00
4127,02,716,22:35:00
