BusStopID,BusStopNr,Line,ArrivalTime
R-04,00,1,03:56:00
R-04,00,1,04:16:00
R-04,00,1,04:21:00
R-04,00,1,04:26:00
R-04,00,1,04:31:00
R-04,00,1,04:34:00
R-04,00,1,04:46:00
R-04,00,1,04:59:00
R-04,00,1,05:10:00
R-04,00,1,05:19:00
R-04,00,1,05:40:00
R-04,00,1,05:59:00
R-04,00,1,06:06:00
R-04,00,1,06:20:00
R-04,00,1,06:31:00
R-04,00,1,06:43:00
R-04,00,1,13:55:00
R-04,00,1,14:19:00
R-04,00,2,03:56:00
R-04,00,2,04:16:00
R-04,00,2,04:26:00
R-04,00,2,04:41:00
R-04,00,2,04:51:00
R-04,00,2,05:32:00
R-04,00,2,05:43:00
R-04,00,2,06:18:00
R-04,00,2,06:24:00
R-04,00,2,06:30:00
R-04,00,2,06:35:00
R-04,00,2,06:37:00
R-04,00,2,06:42:00
R-04,00,2,06:49:00
R-04,00,2,06:59:00
R-04,00,4,03:53:00
R-04,00,4,04:13:00
R-04,00,4,04:23:00
R-04,00,4,04:27:00
R-04,00,4,05:01:00
R-04,00,4,06:04:00
R-04,00,4,06:27:00
R-04,00,4,13:40:00
R-04,00,4,14:03:00
R-04,00,6,04:59:00
R-04,00,6,05:36:00
R-04,00,6,06:37:00
R-04,00,6,07:14:00
R-04,00,6,14:01:00
R-04,00,6,14:26:00
R-04,00,15,04:39:00
R-04,00,15,04:59:00
R-04,00,15,06:19:00
R-04,00,15,14:50:00
R-04,00,15,15:14:00
R-04,00,17,04:09:00
R-04,00,17,04:25:00
R-04,00,17,04:30:00
R-04,00,17,04:54:00
R-04,00,17,05:09:00
R-04,00,17,05:14:00
R-04,00,17,05:39:00
R-04,00,17,05:51:00
R-04,00,17,05:52:00
R-04,00,17,06:08:00
R-04,00,17,06:49:00
R-04,00,17,06:53:00
R-04,00,17,07:17:00
R-04,00,17,13:31:00
R-04,00,17,14:13:00
R-04,00,17,14:29:00
R-04,00,17,14:53:00
R-04,00,17,15:05:00
R-04,00,18,04:05:00
R-04,00,18,04:25:00
R-04,00,18,05:10:00
R-04,00,18,05:54:00
R-04,00,18,06:39:00
R-04,00,18,14:22:00
R-04,00,22,04:21:00
R-04,00,22,04:40:00
R-04,00,22,04:58:00
R-04,00,22,05:18:00
R-04,00,22,06:20:00
R-04,00,22,06:39:00
R-04,00,22,06:55:00
R-04,00,22,14:31:00
R-04,00,22,14:55:00
R-04,00,23,04:33:00
R-04,00,24,04:26:00
R-04,00,24,04:45:00
R-04,00,24,06:14:00
R-04,00,24,06:46:00
R-04,00,24,07:10:00
R-04,00,24,14:22:00
R-04,00,28,04:07:00
R-04,00,28,04:14:00
R-04,00,28,04:33:00
R-04,00,28,04:43:00
R-04,00,28,05:37:00
R-04,00,28,05:56:00
R-04,00,28,06:10:00
R-04,00,28,06:15:00
R-04,00,28,06:17:00
R-04,00,28,06:42:00
R-04,00,28,13:52:00
R-04,00,28,14:18:00
R-04,00,33,04:14:00
R-04,00,33,04:23:00
R-04,00,33,04:33:00
R-04,00,33,04:43:00
R-04,00,33,04:52:00
R-04,00,33,05:01:00
R-04,00,33,05:21:00
R-04,00,33,05:32:00
R-04,00,33,05:35:00
R-04,00,33,05:41:00
R-04,00,33,05:53:00
R-04,00,33,06:09:00
R-04,00,33,06:12:00
R-04,00,33,06:15:00
R-04,00,33,06:24:00
R-04,00,33,06:50:00
R-04,00,33,07:02:00
R-04,00,33,07:14:00
R-04,00,33,07:26:00
R-04,00,33,13:57:00
R-04,00,33,14:21:00
R-04,00,33,14:42:00
R-04,00,33,14:54:00
R-04,00,33,15:06:00
R-04,00,76,03:48:00
R-04,00,76,04:08:00
R-04,00,76,04:16:00
R-04,00,76,04:36:00
R-04,00,76,04:48:00
R-04,00,76,04:55:00
R-04,00,76,05:07:00
R-04,00,76,05:15:00
R-04,00,76,05:23:00
R-04,00,76,05:41:00
R-04,00,76,06:24:00
R-04,00,76,06:27:00
R-04,00,76,06:36:00
R-04,00,76,06:52:00
R-04,00,76,06:55:00
R-04,00,76,07:19:00
R-04,00,76,14:00:00
R-04,00,76,14:12:00
R-04,00,76,14:35:00
R-04,00,76,14:38:00
R-04,00,76,14:55:00
