BusStopID,BusStopNr,Line,ArrivalTime
R-02,00,1,03:50:00
R-02,00,1,03:51:00
R-02,00,1,04:01:00
R-02,00,1,04:21:00
R-02,00,1,05:26:00
R-02,00,1,05:46:00
R-02,00,1,06:08:00
R-02,00,1,13:57:00
R-02,00,1,14:17:00
R-02,00,1,14:21:00
R-02,00,1,14:41:00
R-02,00,3,03:57:00
R-02,00,3,04:11:00
R-02,00,3,04:17:00
R-02,00,3,04:31:00
R-02,00,3,04:37:00
R-02,00,3,05:07:00
R-02,00,3,05:24:00
R-02,00,3,05:27:00
R-02,00,3,06:08:00
R-02,00,3,06:28:00
R-02,00,3,06:34:00
R-02,00,3,06:40:00
R-02,00,3,14:16:00
R-02,00,3,14:34:00
R-02,00,3,14:40:00
R-02,00,6,04:21:00
R-02,00,6,04:40:00
R-02,00,6,04:47:00
R-02,00,6,05:17:00
R-02,00,6,05:37:00
R-02,00,6,06:06:00
R-02,00,6,06:32:00
R-02,00,6,14:10:00
R-02,00,6,14:34:00
R-02,00,7,04:24:00
R-02,00,7,04:33:00
R-02,00,7,05:31:00
R-02,00,7,06:07:00
R-02,00,7,06:21:00
R-02,00,7,13:57:00
R-02,00,9,04:05:00
R-02,00,9,04:07:00
R-02,00,9,04:27:00
R-02,00,9,04:51:00
R-02,00,9,05:02:00
R-02,00,9,05:22:00
R-02,00,9,06:32:00
R-02,00,9,06:44:00
R-02,00,9,07:03:00
R-02,00,9,14:09:00
R-02,00,9,14:41:00
R-02,00,9,14:59:00
R-02,00,20,04:23:00
R-02,00,20,04:33:00
R-02,00,20,05:53:00
R-02,00,20,06:23:00
R-02,00,20,14:37:00
R-02,00,22,04:36:00
R-02,00,22,04:38:00
R-02,00,22,04:46:00
R-02,00,22,05:56:00
R-02,00,22,06:37:00
R-02,00,22,06:50:00
R-02,00,22,14:28:00
R-02,00,24,04:15:00
R-02,00,24,04:34:00
R-02,00,24,04:35:00
R-02,00,24,04:44:00
R-02,00,24,06:14:00
R-02,00,24,14:17:00
R-02,00,24,14:21:00
R-02,00,25,05:13:00
R-02,00,25,05:36:00
R-02,00,25,05:46:00
R-02,00,25,06:01:00
R-02,00,25,06:08:00
R-02,00,25,06:31:00
R-02,00,25,06:44:00
R-02,00,25,06:57:00
R-02,00,25,14:04:00
R-02,00,25,14:09:00
R-02,00,25,14:29:00
R-02,00,28,04:00:00
R-02,00,28,04:20:00
R-02,00,28,04:38:00
R-02,00,28,06:55:00
R-02,00,73,05:23:00
R-02,00,73,05:35:00
R-02,00,73,05:47:00
R-02,00,73,06:23:00
R-02,00,73,06:29:00
