BusStopID,BusStopNr,Line,ArrivalTime
6160,02,719,04:26:00
6160,02,719,04:56:00
6160,02,719,05:26:00
6160,02,719,05:41:00
6160,02,719,05:56:00
6160,02,719,06:11:00
6160,02,719,06:21:00
6160,02,719,06:29:00
6160,02,719,06:37:00
6160,02,719,06:45:00
6160,02,719,07:00:00
6160,02,719,07:15:00
6160,02,719,07:30:00
6160,02,719,07:46:00
6160,02,719,08:06:00
6160,02,719,08:26:00
6160,02,719,08:45:00
6160,02,719,09:05:00
6160,02,719,09:32:00
6160,02,719,10:02:00
6160,02,719,10:32:00
6160,02,719,11:02:00
6160,02,719,11:32:00
6160,02,719,12:02:00
6160,02,719,12:32:00
6160,02,719,13:02:00
6160,02,719,13:32:00
6160,02,719,14:02:00
6160,02,719,14:22:00
6160,02,719,14:42:00
6160,02,719,15:02:00
6160,02,719,15:18:00
6160,02,719,15:33:00
6160,02,719,15:48:00
6160,02,719,16:03:00
6160,02,719,16:18:00
6160,02,719,16:33:00
6160,02,719,16:48:00
6160,02,719,17:03:00
6160,02,719,17:18:00
6160,02,719,17:33:00
6160,02,719,17:48:00
6160,02,719,18:03:00
6160,02,719,18:18:00
6160,02,719,18:33:00
6160,02,719,18:53:00
6160,02,719,19:13:00
6160,02,719,19:33:00
6160,02,719,20:03:00
6160,02,719,20:33:00
6160,02,719,21:03:00
6160,02,719,21:31:00
6160,02,719,22:01:00
6160,02,719,22:31:00
6160,02,719,23:01:00
6160,02,719,24:01:00
6160,02,729,07:21:00
6160,02,729,10:22:00
6160,02,729,12:22:00
6160,02,729,14:22:00
6160,01,719,04:33:00
6160,01,719,05:03:00
6160,01,719,05:23:00
6160,01,719,05:38:00
6160,01,719,05:53:00
6160,01,719,06:03:00
6160,01,719,06:13:00
6160,01,719,06:23:00
6160,01,719,06:31:00
6160,01,719,06:44:00
6160,01,719,06:55:00
6160,01,719,07:16:00
6160,01,719,07:32:00
6160,01,719,07:52:00
6160,01,719,08:08:00
6160,01,719,08:28:00
6160,01,719,08:48:00
6160,01,719,09:13:00
6160,01,719,09:42:00
6160,01,719,10:12:00
6160,01,719,10:42:00
6160,01,719,11:12:00
6160,01,719,11:42:00
6160,01,719,12:12:00
6160,01,719,12:42:00
6160,01,719,13:12:00
6160,01,719,13:42:00
6160,01,719,14:02:00
6160,01,719,14:24:00
6160,01,719,14:39:00
6160,01,719,14:54:00
6160,01,719,15:09:00
6160,01,719,15:24:00
6160,01,719,15:41:00
6160,01,719,15:56:00
6160,01,719,16:11:00
6160,01,719,16:27:00
6160,01,719,16:42:00
6160,01,719,16:57:00
6160,01,719,17:11:00
6160,01,719,17:25:00
6160,01,719,17:40:00
6160,01,719,17:57:00
6160,01,719,18:17:00
6160,01,719,18:35:00
6160,01,719,18:55:00
6160,01,719,19:15:00
6160,01,719,19:42:00
6160,01,719,20:12:00
6160,01,719,20:42:00
6160,01,719,21:12:00
6160,01,719,21:40:00
6160,01,719,22:10:00
6160,01,719,22:40:00
6160,01,719,23:11:00
6160,01,719,24:11:00
