BusStopID,BusStopNr,Line,ArrivalTime
R-07,00,136,04:50:00
R-07,00,136,05:20:00
R-07,00,136,05:40:00
R-07,00,136,05:57:00
R-07,00,136,07:04:00
R-07,00,136,14:47:00
R-07,00,138,13:40:00
R-07,00,148,04:19:00
R-07,00,166,05:43:00
R-07,00,174,04:33:00
R-07,00,174,05:04:00
R-07,00,174,06:13:00
R-07,00,174,06:17:00
R-07,00,174,14:14:00
R-07,00,189,04:22:00
R-07,00,189,04:25:00
R-07,00,189,04:33:00
R-07,00,189,04:58:00
R-07,00,189,05:05:00
R-07,00,189,05:20:00
R-07,00,189,05:33:00
R-07,00,218,04:35:00
R-07,00,218,04:45:00
R-07,00,218,04:50:00
R-07,00,218,05:20:00
R-07,00,218,06:09:00
R-07,00,317,04:31:00
R-07,00,317,05:26:00
R-07,00,317,05:56:00
R-07,00,401,04:37:00
R-07,00,401,05:22:00
R-07,00,401,05:23:00
R-07,00,401,05:43:00
R-07,00,401,14:58:00
R-07,00,401,15:09:00
R-07,00,401,15:19:00
R-07,00,401,15:29:00
R-07,00,402,04:37:00
R-07,00,402,05:07:00
R-07,00,402,05:42:00
R-07,00,402,06:17:00
R-07,00,504,05:00:00
R-07,00,504,06:53:00
R-07,00,519,04:35:00
R-07,00,709,03:47:00
R-07,00,709,04:07:00
R-07,00,709,04:27:00
R-07,00,709,04:42:00
R-07,00,727,03:21:00
R-07,00,742,03:08:00
R-07,00,742,03:48:00
R-07,00,742,04:48:00
R-07,00,N01,23:28:00
