BusStopID,BusStopNr,Line,ArrivalTime
5069,05,186,05:06:00
5069,05,186,05:16:00
5069,05,186,05:26:00
5069,05,186,05:36:00
5069,05,186,05:46:00
5069,05,186,05:56:00
5069,05,186,06:05:00
5069,05,186,06:15:00
5069,05,186,06:23:00
5069,05,186,06:32:00
5069,05,186,06:40:00
5069,05,186,06:48:00
5069,05,186,06:55:00
5069,05,186,07:04:00
5069,05,186,07:10:00
5069,05,186,07:16:00
5069,05,186,07:22:00
5069,05,186,07:29:00
5069,05,186,07:34:00
5069,05,186,07:39:00
5069,05,186,07:45:00
5069,05,186,07:53:00
5069,05,186,08:00:00
5069,05,186,08:08:00
5069,05,186,08:16:00
5069,05,186,08:24:00
5069,05,186,08:34:00
5069,05,186,08:46:00
5069,05,186,08:58:00
5069,05,186,09:08:00
5069,05,186,09:19:00
5069,05,186,09:29:00
5069,05,186,09:41:00
5069,05,186,09:53:00
5069,05,186,10:05:00
5069,05,186,10:17:00
5069,05,186,10:29:00
5069,05,186,10:41:00
5069,05,186,10:53:00
5069,05,186,11:05:00
5069,05,186,11:17:00
5069,05,186,11:29:00
5069,05,186,11:41:00
5069,05,186,11:53:00
5069,05,186,12:05:00
5069,05,186,12:17:00
5069,05,186,12:29:00
5069,05,186,12:41:00
5069,05,186,12:53:00
5069,05,186,13:05:00
5069,05,186,13:17:00
5069,05,186,13:29:00
5069,05,186,13:41:00
5069,05,186,13:53:00
5069,05,186,14:05:00
5069,05,186,14:18:00
5069,05,186,14:30:00
5069,05,186,14:41:00
5069,05,186,14:51:00
5069,05,186,15:00:00
5069,05,186,15:10:00
5069,05,186,15:20:00
5069,05,186,15:30:00
5069,05,186,15:40:00
5069,05,186,15:50:00
5069,05,186,16:00:00
5069,05,186,16:10:00
5069,05,186,16:20:00
5069,05,186,16:30:00
5069,05,186,16:40:00
5069,05,186,16:50:00
5069,05,186,17:00:00
5069,05,186,17:10:00
5069,05,186,17:20:00
5069,05,186,17:30:00
5069,05,186,17:40:00
5069,05,186,17:50:00
5069,05,186,18:00:00
5069,05,186,18:10:00
5069,05,186,18:19:00
5069,05,186,18:29:00
5069,05,186,18:39:00
5069,05,186,18:52:00
5069,05,186,19:00:00
5069,05,186,19:08:00
5069,05,186,19:15:00
5069,05,186,19:23:00
5069,05,186,19:30:00
5069,05,186,19:38:00
5069,05,186,19:45:00
5069,05,186,19:53:00
5069,05,186,20:08:00
